,LotFrontage,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,log_SalePrice
615,80.0,6,1963,1963,936,1054,1054,1,6,0,1963.0,2,480,11.831379196088763
616,69.0,6,2002,2003,783,807,1509,2,7,1,2002.0,2,393,12.118333731222167
617,59.0,6,1954,1954,832,832,832,1,4,0,1962.0,2,528,11.566466231898259
618,90.0,9,2007,2007,1822,1828,1828,2,9,1,2007.0,3,774,12.659734090733718
619,85.0,8,2003,2003,1482,1482,2262,2,10,2,2003.0,3,749,12.628067055589549
620,45.0,3,1914,1950,864,864,864,1,5,0,1980.0,0,0,11.112447898373103
621,90.0,6,1974,1997,1522,1548,2614,2,9,1,1974.0,2,624,12.388394202324129
622,71.0,5,1977,1977,980,980,980,1,6,0,1986.0,2,484,11.813030057420567
623,69.0,6,2000,2000,756,756,1512,2,4,1,2000.0,2,440,12.034691028774553
624,80.0,6,1972,1972,732,1012,1790,1,8,1,1972.0,2,484,12.014609430818936
625,87.0,6,1962,1962,1116,1116,1116,1,5,0,1962.0,2,440,11.982929094215963
626,69.0,5,1960,1978,978,1422,1422,1,6,1,1960.0,1,286,11.848683160653573
627,80.0,6,1955,1972,1156,1520,1520,1,7,2,1955.0,1,364,11.938193200374572
628,70.0,5,1969,1969,1040,1040,2080,1,9,2,1969.0,2,504,11.813030057420567
629,82.0,6,1964,1964,1248,1350,1350,1,6,0,1964.0,2,520,12.034691028774553
630,50.0,5,1880,1991,636,1089,1750,1,8,0,1937.0,1,240,11.728036844587175
631,34.0,8,2006,2006,1554,1554,1554,2,6,1,2006.0,2,627,12.25247901834433
632,85.0,7,1977,1977,1386,1411,1411,2,6,1,1977.0,2,544,11.320553572322773
633,80.0,5,1954,2005,1056,1056,1056,1,6,0,1954.0,1,260,11.845102777308561
634,64.0,6,1980,1980,1056,1056,1056,0,4,0,1980.0,2,576,11.877568578558138
635,60.0,6,1914,1995,1440,1440,3395,2,14,0,1980.0,0,0,12.206072645530174
636,51.0,2,1936,1950,264,800,800,1,4,1,1980.0,0,0,11.002099841204238
637,50.0,5,1954,1954,811,811,1387,2,7,0,1954.0,1,256,11.440354772135393
638,67.0,5,1910,1950,796,796,796,1,4,0,1980.0,0,0,11.350406535472453
639,53.0,8,2006,2006,1520,1567,1567,2,7,1,2006.0,3,648,12.485827127509431
640,62.0,8,2003,2004,1518,1518,1518,1,6,1,2003.0,2,588,12.520883385370206
641,69.0,7,2001,2001,1057,1057,1929,2,7,1,2001.0,2,650,12.328290278254423
642,75.0,8,1972,1995,1952,2000,2704,2,9,3,1972.0,2,538,12.751299696013497
643,80.0,5,1969,1969,780,780,1620,2,7,0,1969.0,2,462,11.931635799828413
644,85.0,9,2009,2009,1766,1766,1766,2,7,1,2009.0,3,478,12.823628446539173
645,69.0,6,1971,1971,981,981,981,1,5,0,1979.0,2,576,11.872346634576987
646,60.0,5,1950,1950,0,1048,1048,1,7,0,1950.0,2,420,11.495779306135258
647,85.0,6,1953,1953,1094,1094,1094,1,5,2,1953.0,2,495,11.951180395901384
648,70.0,6,1966,1966,756,1051,1839,1,7,1,1966.0,2,442,11.951180395901384
649,21.0,4,1970,1970,630,630,630,1,3,0,1980.0,0,0,11.344506813345266
650,65.0,7,2007,2007,813,822,1665,2,7,0,2007.0,2,562,12.235388699864227
651,60.0,4,1940,1950,755,755,1510,1,7,1,1940.0,1,296,11.589886506106357
652,70.0,7,1996,1996,880,909,1716,2,7,1,1996.0,2,512,12.160028707028767
653,60.0,6,1906,1995,756,756,1469,1,7,0,1906.0,1,216,11.813030057420567
654,91.0,8,1995,1995,2109,2113,2113,2,7,1,1995.0,3,839,12.765688433465597
655,21.0,6,1971,1971,525,525,1092,1,6,0,1971.0,1,264,11.385092093460344
656,72.0,5,1959,2006,1053,1053,1053,1,5,0,1959.0,1,312,11.887931365593685
657,60.0,7,1931,2000,776,851,1502,1,6,1,1931.0,1,270,11.911701584927597
658,78.0,6,1948,1950,912,912,1458,1,6,1,1948.0,1,330,11.487607656985938
659,75.0,5,1964,1999,1486,1486,1486,1,7,0,1968.0,2,480,12.025749091398891
660,69.0,7,1976,1976,793,1142,1935,2,7,1,1976.0,2,550,12.195517131590657
661,52.0,8,1994,2005,1629,1686,2448,2,8,1,1994.0,3,711,12.904207367601158
662,120.0,6,1968,1968,1392,1392,1392,1,5,2,1968.0,2,576,11.608235644774552
663,90.0,4,1972,1972,1138,1181,1181,2,6,0,1974.0,2,588,11.831379196088763
664,49.0,8,2005,2006,2077,2097,2097,1,8,1,2005.0,3,1134,12.955127458028414
665,106.0,8,2000,2000,1406,1454,1936,2,7,1,2000.0,2,504,12.348006141418841
666,69.0,6,1965,1979,1021,1465,2380,2,7,1,1965.0,2,596,11.76756768334381
667,65.0,6,1994,1998,1408,1679,1679,2,7,1,1994.0,2,575,12.173032791451973
668,69.0,5,1956,1987,1188,1437,1437,1,6,1,1999.0,2,576,12.031719258385396
669,80.0,4,1922,1950,700,1180,1180,1,5,1,1922.0,1,252,11.831379196088763
670,64.0,6,2005,2005,738,738,1476,2,7,0,2005.0,2,540,12.063932878369052
671,54.0,6,1925,1950,672,697,1369,2,6,0,1930.0,1,300,11.54829260880752
672,69.0,6,1977,1977,1208,1208,1208,1,6,1,1977.0,2,546,12.013700752882718
673,110.0,6,1957,2004,1477,1839,1839,2,7,2,1957.0,2,416,12.458774999085929
674,80.0,6,1965,1965,1136,1136,1136,1,5,1,1965.0,1,384,11.84939770159144
675,24.0,6,1978,1978,855,855,1441,2,7,1,1978.0,2,440,11.908340237224891
676,60.0,4,1900,1950,1095,1095,1774,2,8,0,1920.0,3,779,11.37366339763672
677,52.0,5,1924,2006,768,792,792,1,5,0,1924.0,1,240,11.603679828238693
678,80.0,8,2008,2008,2046,2046,2046,2,7,1,2008.0,3,834,12.827992316801751
679,69.0,5,1961,1961,988,988,988,1,5,0,1963.0,2,572,11.763684183317412
680,50.0,6,1980,1980,923,923,923,2,5,1,1980.0,1,264,11.870599909242044
681,55.0,5,1932,2000,793,848,1520,1,6,0,1968.0,1,281,11.979385322467598
682,69.0,6,1996,1997,1291,1291,1291,1,6,1,1996.0,2,431,12.061046873479915
683,90.0,9,2002,2002,1626,1668,1668,2,7,1,2002.0,3,702,12.560244459250788
684,58.0,7,1998,1998,1195,1195,1839,2,7,0,1998.0,2,486,12.30591798049989
685,69.0,7,1984,1984,1190,1190,2090,2,6,1,1984.0,2,577,12.24288661865289
686,84.0,7,2007,2007,874,874,1761,3,7,0,2007.0,2,578,12.336552511980964
687,69.0,7,2004,2004,551,551,1102,2,4,0,2004.0,2,480,11.910358401381128
688,60.0,8,2007,2007,1419,1419,1419,2,7,1,2007.0,2,567,12.8790171187726
689,61.0,6,2005,2006,1362,1362,1362,2,6,1,2005.0,2,460,12.17921519136029
690,69.0,6,2004,2004,848,848,848,1,3,1,2004.0,2,420,11.856515169360305
691,104.0,10,1994,1995,2444,2444,4316,3,10,2,1994.0,3,832,13.534473028231162
692,42.0,7,1989,1990,1210,1238,2519,2,9,2,1989.0,2,628,12.721885810807203
693,60.0,5,1921,1968,1073,1073,1073,1,4,0,1968.0,1,326,11.594321103174222
694,51.0,5,1936,1950,927,1067,1539,1,5,0,1995.0,2,576,11.86005499606543
695,54.0,6,1987,1987,1112,1137,1137,2,5,1,1987.0,2,551,12.078239274020289
696,50.0,5,1921,1950,616,616,616,1,4,0,1921.0,1,205,11.396391648714276
697,57.0,5,1952,1952,980,1148,1148,1,6,0,1952.0,1,308,11.72399643505017
698,65.0,5,1965,2009,894,894,894,1,5,1,1973.0,1,336,11.83862560460953
699,59.0,7,2004,2004,1391,1391,1391,2,5,0,2004.0,2,530,12.185869938212655
700,85.0,8,2002,2002,1800,1800,1800,2,7,1,2002.0,3,765,12.652359748158593
701,80.0,7,1969,1969,1164,1164,1164,1,6,0,1969.0,2,528,11.84939770159144
702,82.0,8,2006,2006,1234,1264,2576,2,10,1,2006.0,3,666,12.799175708864519
703,76.0,5,1900,1996,360,1032,1812,2,8,1,1999.0,2,672,11.84939770159144
704,70.0,7,2004,2005,1473,1484,1484,2,7,0,2004.0,2,606,12.269047444691562
705,70.0,4,1930,1950,0,372,1092,2,7,0,1980.0,0,0,10.915088464214607
706,69.0,7,1971,2002,1643,1824,1824,2,5,2,1971.0,2,739,12.618182296357007
707,48.0,8,2006,2006,1324,1324,1324,2,6,1,2006.0,2,550,12.445089546000673
708,65.0,7,2007,2007,728,728,1456,2,8,1,2007.0,2,400,12.09815330331068
709,69.0,5,1966,1966,876,904,904,1,6,0,1966.0,1,408,11.607326140391713
710,56.0,3,1935,2003,270,729,729,1,5,0,1980.0,0,0,10.858998997563564
711,66.0,4,1900,1950,859,859,1178,1,7,0,1964.0,1,384,11.540307141711446
712,40.0,8,1988,1989,1228,1228,1228,2,5,1,1988.0,2,472,12.14950229404178
713,60.0,4,1970,1970,960,960,960,1,6,0,1970.0,2,576,11.76756768334381
714,69.0,6,1976,2005,725,725,1479,2,6,0,1976.0,2,475,11.779128505744886
715,78.0,6,1974,1974,1064,1350,1350,2,7,1,1974.0,2,478,12.013700752882718
716,60.0,7,1890,1998,718,1576,2554,1,8,0,1996.0,2,704,11.979799201207037
717,80.0,5,1973,2000,1176,1178,1178,1,5,1,1973.0,2,439,11.964001084330445
718,96.0,7,1993,1994,1311,1325,2418,2,9,1,1993.0,3,983,12.739637756265655
719,69.0,5,1969,1969,971,971,971,1,5,1,1969.0,1,300,11.763684183317412
720,69.0,8,1985,1985,1742,1742,1742,2,5,1,1985.0,2,564,12.524526376648708
721,69.0,6,2004,2004,848,848,848,1,3,0,2004.0,2,420,11.870599909242044
722,70.0,4,1970,1970,864,864,864,1,5,0,1994.0,2,463,11.732060994886899
723,60.0,4,1954,1972,941,997,1470,2,7,0,1958.0,1,548,11.813030057420567
724,86.0,9,2007,2008,1698,1698,1698,2,8,1,2007.0,3,768,12.676076274775909
725,60.0,4,1970,1970,864,864,864,1,5,0,1989.0,2,660,11.699405031912846
726,69.0,6,1988,2007,880,1680,1680,2,5,1,1988.0,2,540,12.310432660854417
727,64.0,7,2007,2007,1232,1232,1232,2,6,0,2007.0,2,632,12.178187442040638
728,85.0,5,1958,1958,1584,1776,1776,2,9,0,1968.0,3,888,11.608235644774552
729,52.0,4,1925,1950,780,848,1208,1,5,0,1962.0,2,539,11.542484267211773
730,39.0,8,1995,1996,1595,1616,1616,2,5,1,1995.0,2,608,12.373703486914124
731,73.0,7,2003,2003,868,1146,1146,2,6,1,2003.0,2,438,12.141534124392603
732,75.0,7,1998,1999,1153,1153,2031,2,8,1,1998.0,2,541,12.312682380588432
733,80.0,5,1961,1983,864,1144,1144,1,6,1,1961.0,1,264,11.786001385032646
734,69.0,5,1968,1968,948,948,948,1,6,0,1968.0,1,300,11.589886506106357
735,60.0,7,1914,1970,880,880,1768,1,6,2,1914.0,2,320,12.0015054797889
736,60.0,3,1950,1950,0,1040,1040,2,6,0,1949.0,2,400,11.44571671527678
737,72.0,8,2005,2005,893,901,1801,2,8,1,2005.0,3,800,12.387977448827787
738,60.0,5,1987,1988,1200,1200,1200,3,5,0,1980.0,0,0,12.095141084822892
739,65.0,7,2004,2004,864,864,1728,2,7,0,2004.0,2,572,12.154779351142624
740,60.0,5,1910,2002,264,768,1432,2,7,0,1910.0,2,360,11.790557201568507
741,65.0,6,1961,1996,912,912,912,1,5,0,1962.0,1,288,11.863582336583399
742,65.0,7,2000,2001,1349,1349,1349,2,6,0,2000.0,2,539,12.095141084822892
743,70.0,5,1963,1999,520,1464,1464,2,6,1,1997.0,2,480,12.072541252905651
744,41.0,8,1993,1993,1337,1337,1337,2,5,1,1993.0,2,462,12.100712129872347
745,69.0,8,1976,1996,1142,1175,2715,3,11,2,1994.0,2,831,12.610870864650634
746,69.0,7,2000,2000,952,980,2256,2,8,1,2000.0,2,554,12.371587084007746
747,65.0,7,1880,2003,1240,1320,2640,1,8,1,1950.0,4,864,12.491172637278908
748,59.0,7,1996,1996,1720,1720,1720,2,7,1,1996.0,2,527,12.46997418931655
749,50.0,4,1945,1950,0,1088,1529,2,9,0,1945.0,1,240,11.49272275765271
750,55.0,4,1910,2004,576,792,1140,1,7,0,1980.0,0,0,11.477298287327077
751,69.0,7,2003,2003,660,660,1320,2,6,0,2003.0,2,400,11.99535161421452
752,79.0,6,1997,1997,1479,1494,1494,2,6,0,1997.0,2,576,12.287652632522597
753,80.0,8,2005,2005,1030,1038,2098,2,8,1,2005.0,3,878,12.526342907575106
754,61.0,6,1969,2005,1026,1026,1026,1,5,0,1969.0,2,440,11.957611286231675
755,34.0,6,1999,1999,729,742,1471,2,6,0,1999.0,2,440,12.058152515453552
756,68.0,8,2007,2007,866,866,1768,2,7,0,2007.0,2,578,12.26434155365415
757,69.0,6,1978,1978,672,672,1386,2,6,1,1978.0,2,440,11.976030352524807
758,24.0,7,1999,1999,744,757,1501,2,6,0,1999.0,2,440,12.097373228606832
759,65.0,8,1995,1995,1318,1328,2531,2,9,1,1995.0,3,752,12.577636201962656
760,70.0,6,1959,1959,864,864,864,1,5,0,2008.0,1,300,11.755871643580617
761,60.0,5,1924,1950,1145,1301,1301,1,5,0,1965.0,2,440,11.512925464970229
762,72.0,7,2009,2009,756,764,1547,2,7,0,2009.0,2,614,12.279323107269766
763,82.0,8,1999,1999,1252,1268,2365,2,8,1,1999.0,3,856,12.727838209334498
764,30.0,8,1995,1996,1494,1494,1494,1,6,1,1995.0,2,481,12.506177237980511
765,75.0,9,2008,2008,1498,1506,1506,2,6,1,2008.0,2,592,12.484204257170104
766,80.0,7,1988,1988,980,980,1714,2,7,1,1988.0,2,496,12.188417710291453
767,75.0,6,1940,1985,983,983,1750,2,7,0,1989.0,1,423,11.982929094215963
768,70.0,7,2004,2005,1860,1836,1836,2,8,1,2004.0,2,484,12.28690119819279
769,47.0,8,2003,2003,1650,1690,3279,3,12,1,2003.0,3,841,13.195613839143922
770,69.0,5,1982,1982,858,858,858,1,5,0,1983.0,2,576,11.812289042195847
771,67.0,4,1951,1951,836,1220,1220,1,6,0,1951.0,2,396,11.532728092266408
772,94.0,6,1976,1976,1029,1117,1117,1,6,1,1976.0,2,672,11.580584113444043
773,70.0,5,1958,1958,912,912,912,1,5,0,1958.0,1,275,11.648330101976432
774,110.0,8,2006,2006,1935,1973,1973,2,9,1,2006.0,3,895,12.886641043883259
775,32.0,6,1998,1998,1204,1204,1204,2,5,0,1998.0,2,412,11.99535161421452
776,86.0,7,2005,2006,1614,1614,1614,2,7,0,2005.0,3,865,12.308177868467327
777,100.0,5,1974,1974,864,894,894,1,5,1,1974.0,2,440,11.867097278690842
778,60.0,5,1977,1977,0,2020,2020,2,10,2,1977.0,2,630,11.877568578558138
779,78.0,6,1977,1977,975,1004,1004,1,4,0,1977.0,2,504,11.813030057420567
780,63.0,7,1995,1996,1237,1253,1253,2,6,1,1995.0,2,402,12.078239274020289
781,65.0,6,1992,1992,761,810,1603,2,7,0,1992.0,2,484,12.077670930725649
782,67.0,7,2001,2002,1413,1430,1430,2,6,0,2001.0,2,605,12.139398512262181
783,69.0,5,1978,1978,1097,1110,1110,1,4,1,1978.0,2,602,12.016726473799254
784,35.0,6,1914,2001,742,742,1484,2,9,1,1980.0,0,0,11.759785542901755
785,69.0,6,1967,1967,1372,1342,1342,2,7,1,1967.0,2,457,11.992260421644849
786,60.0,5,1915,1950,686,966,1652,2,7,0,1961.0,1,416,11.842229212112828
787,76.0,7,2004,2004,956,956,2084,2,8,0,2004.0,2,618,12.358793732547838
788,50.0,4,1954,2000,901,901,901,1,4,0,1954.0,1,281,11.588960151246226
789,69.0,6,1966,2007,832,976,2087,2,9,0,1966.0,2,444,12.141534124392603
790,43.0,7,2005,2006,1145,1145,1145,2,5,1,2005.0,2,397,11.984178313616395
791,69.0,6,1976,1976,1029,1062,1062,1,5,2,1976.0,2,539,11.896826395162552
792,92.0,7,1996,1997,1117,1127,2013,2,8,1,1997.0,2,455,12.50539915757667
793,76.0,8,2007,2007,1496,1496,1496,2,7,0,2007.0,2,474,12.323855681186558
794,69.0,7,1994,1996,712,1086,1895,2,7,1,1994.0,2,409,12.178187442040638
795,70.0,6,1980,1981,650,888,1564,2,7,1,1980.0,2,476,12.049418835484797
796,71.0,6,1977,1977,660,1285,1285,1,7,1,1977.0,2,528,11.874090314181814
797,57.0,5,1953,1953,773,773,773,1,4,0,1953.0,1,240,11.608235644774552
798,104.0,9,2008,2009,1926,1966,3140,3,11,2,2009.0,3,820,13.091904169919621
799,60.0,5,1937,1950,731,981,1768,1,7,2,1939.0,1,240,12.072541252905651
800,79.0,6,1997,1997,616,616,1688,2,8,0,1997.0,2,603,12.206072645530174
801,40.0,4,1916,1990,1196,1196,1196,1,5,0,1957.0,2,440,11.607326140391713
802,63.0,7,2005,2005,728,728,1456,2,7,1,2005.0,2,410,12.14950229404178
803,107.0,9,2008,2009,1734,1734,2822,3,12,1,2009.0,3,1020,13.275827535915461
804,75.0,5,1954,1954,936,1128,1128,1,5,0,1954.0,1,286,11.678439903447801
805,91.0,7,2008,2008,1417,1428,1428,2,6,0,2008.0,2,554,12.33569641332368
806,75.0,5,1967,1967,980,980,980,2,6,0,1967.0,1,384,11.816726919301892
807,144.0,5,1923,2004,1324,1072,1576,1,6,1,1923.0,2,528,12.31716669303576
808,85.0,5,1966,1966,1024,1086,1086,1,6,1,1966.0,2,484,11.982616545377663
809,90.0,5,1898,1965,849,1075,2138,2,11,0,1910.0,2,360,11.571194373094205
810,78.0,6,1974,1999,1040,1309,1309,1,5,1,1974.0,2,484,12.106252310247962
811,69.0,6,2004,2004,848,848,848,1,4,1,2004.0,2,420,11.881034786534624
812,66.0,5,1952,1952,540,1044,1044,1,4,0,1952.0,2,504,10.932981961904135
813,75.0,6,1958,1958,1442,1442,1442,1,7,0,1958.0,1,301,11.969717200243734
814,45.0,5,1918,1950,686,686,1250,1,7,0,1955.0,1,280,11.661345470088502
815,48.0,7,1998,1998,1649,1661,1661,2,6,0,1998.0,2,598,12.323411137947407
816,69.0,5,1954,1954,1008,1008,1008,1,4,1,1954.0,1,275,11.827736204810263
817,69.0,8,2002,2002,1568,1689,1689,2,7,2,2002.0,3,857,12.509874099861838
818,80.0,6,1971,1971,1010,1052,1052,1,6,0,1971.0,2,440,11.951180395901384
819,44.0,7,2009,2010,1358,1358,1358,2,6,1,2010.0,2,484,12.319401330837177
820,72.0,7,2003,2003,798,798,1640,2,6,0,2003.0,2,595,12.117241431823558
821,60.0,4,1953,1953,936,936,936,1,4,0,1974.0,2,576,11.440354772135393
822,69.0,7,2003,2003,847,847,1733,2,7,1,2003.0,2,433,12.323855681186558
823,60.0,6,1940,1950,778,944,1489,2,7,1,1940.0,1,240,11.845819880243557
824,81.0,8,2006,2006,1489,1489,1489,2,7,1,2006.0,2,776,12.3570755190667
825,114.0,10,2007,2008,2078,2084,2084,2,7,1,2007.0,3,1220,12.86099861326992
826,50.0,5,1924,1950,784,784,784,1,5,0,1980.0,0,0,11.603679828238693
827,65.0,7,2001,2001,1454,1434,1434,2,6,1,2001.0,2,527,12.14950229404178
828,69.0,5,1967,1967,1013,1160,2126,2,7,0,1967.0,2,538,12.128111104060462
829,24.0,7,2005,2005,600,520,1223,2,4,0,2005.0,2,480,11.900905258737373
830,80.0,6,1957,1957,1392,1392,1392,1,6,2,1957.0,2,458,12.01974306733868
831,30.0,7,2005,2005,600,520,1200,2,4,0,2005.0,2,480,11.925035115797062
832,44.0,7,2003,2003,941,941,1829,2,7,1,2003.0,2,613,12.375815420117268
833,100.0,6,1964,1964,1516,1516,1516,1,6,0,1964.0,2,472,12.025749091398891
834,75.0,5,1961,1961,1144,1144,1144,1,6,0,1961.0,2,456,11.8490404949436
835,60.0,4,1950,1995,1067,1067,1067,2,4,0,1996.0,2,436,11.759785542901755
836,90.0,5,1948,1973,1559,1559,1559,1,5,0,1948.0,2,812,11.941455846009388
837,21.0,6,1973,1973,483,483,987,1,5,0,1973.0,1,264,11.512925464970229
838,75.0,5,1995,2006,1099,1099,1099,1,6,0,1999.0,1,352,11.877568578558138
839,70.0,5,1946,1995,768,768,1200,1,6,0,1946.0,1,240,11.779128505744886
840,69.0,6,1925,1950,672,810,1482,2,7,0,1934.0,1,400,11.84939770159144
841,60.0,5,1904,2002,650,958,1539,2,8,1,1983.0,2,686,11.967180737247824
842,82.0,6,1966,1966,1127,1165,1165,1,6,0,1966.0,2,490,12.071969661006694
843,80.0,5,1961,1961,1800,1800,1800,2,10,0,1980.0,0,0,11.856515169360305
844,100.0,5,1915,1950,876,876,1416,1,7,1,1949.0,3,720,11.94405831982697
845,69.0,5,1975,1981,1390,1701,1701,2,6,2,1975.0,2,611,12.049418835484797
846,75.0,7,1993,1993,740,1006,1775,2,7,1,1993.0,2,425,12.269047444691562
847,36.0,5,1972,1972,864,864,864,1,5,1,1972.0,1,338,11.801856756822442
848,75.0,6,1908,1997,907,1307,2358,3,10,1,1908.0,2,360,12.388394202324129
849,80.0,6,1976,1994,528,1094,1855,2,7,1,1976.0,2,512,12.138863895836725
850,36.0,6,2003,2003,848,848,848,1,3,0,2003.0,2,420,11.786762130599957
851,69.0,8,2003,2003,1273,1456,1456,2,7,1,2003.0,2,400,12.2783933071098
852,53.0,7,1941,1950,918,918,1646,2,7,2,1941.0,1,240,12.007621706806335
853,69.0,6,1964,1964,1127,1445,1445,1,7,1,1964.0,2,645,11.970350312009105
854,102.0,5,1955,1974,1763,1779,1779,1,6,1,1955.0,2,454,12.043553716032399
855,69.0,5,1962,2010,1040,1040,1040,1,6,0,1962.0,1,260,11.751942365440728
856,69.0,6,1978,1978,940,1026,1026,1,5,0,1981.0,2,576,11.898187865760873
857,65.0,6,1994,1995,702,702,1481,2,6,1,1994.0,2,343,12.066810578196666
858,80.0,7,1976,1976,1090,1370,1370,2,6,1,1976.0,2,479,11.931635799828413
859,69.0,6,1968,1984,1054,1512,2654,2,9,1,1968.0,2,619,12.429216196844383
860,55.0,7,1918,1998,912,912,1426,1,7,1,1925.0,1,216,12.154516158615772
861,75.0,5,1965,1965,1039,1039,1039,1,6,0,1965.0,2,504,11.786762130599957
862,81.0,6,1984,1985,1040,1097,1097,2,6,0,1986.0,2,480,11.931635799828413
863,70.0,5,1959,1959,1148,1148,1148,1,6,0,1959.0,1,672,11.794337924408413
864,72.0,7,2007,2008,1372,1372,1372,2,6,0,2008.0,2,529,12.431533509799543
865,69.0,5,1970,1970,1002,1002,1002,1,5,0,1973.0,2,902,11.908340237224891
866,67.0,8,2006,2007,1638,1646,1646,2,6,1,2007.0,3,870,12.424806488355683
867,85.0,4,1961,1961,1040,1120,1120,1,5,0,1961.0,2,544,11.76756768334381
868,69.0,5,1948,1950,0,1547,2320,2,7,1,1979.0,2,672,12.037653993905211
869,80.0,7,1993,1994,1050,1062,1949,2,8,1,1993.0,2,574,12.371587084007746
870,60.0,5,1962,1962,894,894,894,1,5,0,1962.0,1,308,11.603679828238693
871,70.0,6,1998,1998,804,804,1682,2,7,0,1998.0,2,523,12.20856952572876
872,74.0,5,1953,1996,105,910,910,1,5,0,1953.0,2,414,11.661345470088502
873,60.0,5,1949,1950,832,1036,1268,1,6,1,1949.0,1,288,11.79810440720389
874,52.0,5,1941,1950,676,676,1131,1,5,0,1941.0,1,200,11.104957226643945
875,75.0,8,2007,2007,1184,1184,2610,2,11,1,2007.0,2,550,12.623061104072981
876,94.0,4,1963,1963,1064,1040,1040,1,5,0,1963.0,2,648,11.792449349720545
877,74.0,9,2004,2005,1462,1462,2224,2,10,1,2004.0,3,738,12.765688433465597
878,88.0,5,1961,1995,1109,1155,1155,1,6,0,1987.0,2,576,11.904967552746252
879,69.0,5,1978,2005,864,864,864,1,6,0,1978.0,1,336,11.824079893607152
880,60.0,5,2005,2006,1090,1090,1090,1,5,0,2005.0,2,450,11.964001084330445
881,44.0,7,1990,1991,1156,1187,1717,2,7,1,1990.0,2,400,12.141534124392603
882,69.0,6,1992,1993,808,808,1593,2,7,1,1993.0,2,389,12.089538829274222
883,60.0,4,1912,1950,795,954,2230,1,10,0,1997.0,1,440,11.682668239557323
884,65.0,5,1967,1967,892,892,892,1,5,0,1967.0,1,288,11.512925464970229
885,50.0,9,1999,2000,1698,1709,1709,2,5,1,1999.0,2,506,12.703509032177148
886,70.0,5,1959,2005,1626,1712,1712,2,8,0,2005.0,2,588,11.884489021402711
887,59.0,5,1955,1955,816,872,1393,1,8,0,1955.0,1,300,11.816726919301892
888,95.0,8,1970,1970,2217,2217,2217,2,8,1,1970.0,2,621,12.498742259492994
889,128.0,6,1953,1953,1505,1505,1505,1,6,1,1953.0,2,505,11.915051671812877
890,60.0,5,1949,2006,672,672,924,1,6,1,2003.0,2,576,11.719126295554126
891,70.0,6,1978,1978,918,918,1683,2,7,1,1978.0,2,440,12.058152515453552
892,70.0,6,1963,2003,1059,1068,1068,1,6,0,1963.0,1,264,11.947949375319936
893,69.0,5,1954,1954,1383,1383,1383,1,6,1,1954.0,1,354,12.013700752882718
894,64.0,5,1979,1979,0,1535,1535,2,8,0,1979.0,2,400,11.685684782260491
895,71.0,6,1963,1963,780,983,1796,1,8,1,1963.0,2,483,11.84939770159144
896,50.0,4,1936,1950,951,951,951,1,6,0,1936.0,1,327,11.575900264131617
897,64.0,5,1979,1979,0,1120,2240,2,12,0,1979.0,2,528,11.870271183889114
898,100.0,9,2009,2010,2330,2364,2364,2,11,2,2009.0,3,820,13.323926946863102
899,65.0,5,1961,1994,912,1236,1236,1,6,1,1961.0,1,288,11.813030057420567
900,69.0,4,1971,1971,858,858,858,1,4,0,1979.0,1,684,11.608235644774552
901,64.0,5,1957,2000,992,1306,1306,1,5,0,1968.0,1,756,11.938193200374572
902,63.0,7,2003,2003,783,807,1509,2,8,1,2003.0,2,393,12.100712129872347
903,50.0,7,2006,2006,1670,1670,1670,2,7,1,2006.0,3,690,12.388394202324129
904,69.0,5,1967,1967,876,902,902,1,6,0,1967.0,1,288,11.740061037553975
905,80.0,5,1954,1954,1056,1063,1063,1,6,0,1954.0,1,280,11.759785542901755
906,116.0,8,2006,2006,1623,1636,1636,2,8,1,2006.0,3,865,12.449018824140563
907,86.0,7,1936,1987,1017,1020,2057,1,6,1,1936.0,1,180,12.429216196844383
908,69.0,5,1983,1983,864,902,902,1,5,0,1983.0,2,484,11.782952602183288
909,149.0,6,2005,2005,742,742,1484,2,8,1,2005.0,2,390,12.066810578196666
910,80.0,5,1960,1960,1105,1105,2274,2,12,0,1960.0,2,480,11.946654038351252
911,69.0,5,1977,1989,1268,1268,1268,1,5,0,1978.0,1,252,11.874090314181814
912,51.0,5,1925,1950,768,1015,1015,1,6,0,1925.0,1,450,11.385092093460344
913,82.0,5,1949,1950,1001,1001,2002,2,8,0,1949.0,3,871,11.884489021402711
914,30.0,6,2009,2009,612,612,1224,2,4,0,2009.0,2,528,12.065274916913605
915,21.0,4,1970,1970,546,546,1092,1,6,0,1970.0,1,286,11.225243392518447
916,50.0,2,1949,1950,480,480,480,0,4,0,1958.0,1,308,10.47194980911048
917,69.0,4,1956,1956,1134,1229,1229,1,6,0,1956.0,1,284,11.813030057420567
918,103.0,7,1991,1991,1104,912,2127,2,8,1,1991.0,3,833,12.380025952653611
919,87.0,6,1958,2002,1184,1414,1414,1,6,1,1990.0,2,601,12.081076155355488
920,70.0,6,1994,1994,928,936,1721,2,7,0,1994.0,2,471,12.211060187041213
921,67.0,5,1900,2003,1272,1272,2200,2,9,0,1980.0,0,0,11.890676734510876
922,65.0,6,2005,2006,1316,1316,1316,2,6,1,2005.0,2,397,12.043494890772815
